									landmark	id	x	y	id	x	y
88.2	6.688559	16.306155	2.801487	131069	127882	28.23828	6.061049	1.32022	2	1	-0.051714	5.681899	10	-3.033132	7.154334
88.4	6.595718	16.339007	2.822525	131402	128191	28.262952	6.158213	1.324011	2	1	-0.622367	5.546389	10	-3.232813	6.991226
88.6	6.502935	16.369659	2.844439	131733	128497	28.287281	6.255464	1.327277	2	1	-0.058751	5.303926	10	-2.908677	7.304353
88.8	6.408477	16.398584	2.856711	132062	128812	28.311314	6.352789	1.330111	2	1	-0.431226	4.936747	10	-3.419878	7.431343
89	6.310137	16.427383	2.842686	132388	129154	28.335089	6.450177	1.332593	2	1	-0.327299	5.414535	10	-3.181042	7.220569
89.2	6.211917	16.457648	2.83392	132718	129494	28.358636	6.547621	1.334788	2	1	-0.222211	5.029699	10	-3.435569	7.80319
89.4	6.1223	16.486125	2.8646	133042	129783	28.38198	6.645113	1.336752	2	1	-0.537482	4.957297	10	-3.024832	7.487535
89.6	6.028458	16.512804	2.882131	133370	130091	28.405141	6.74265	1.338533	2	1	-0.106357	4.891618	10	-3.194364	7.80503
89.8	5.930011	16.538937	2.882131	133702	130423	28.428137	6.840225	1.34017	2	1	0.312294	10.158358	10	-3.406075	7.692677
90	5.832601	16.564794	2.883007	134031	130751	28.450977	6.937837	1.341699	2	1	-0.562009	4.287485	10	-3.281032	8.010826
90.2	5.742436	16.588643	2.926835	134360	131030	28.473672	7.035483	1.343154	2	1	-0.349518	4.486074	10	-3.293129	7.918884
90.4	5.646367	16.609598	2.948749	134693	131338	28.496228	7.133162	1.344564	2	1	-0.536205	4.395582	10	-2.824473	7.685221
90.6	5.543689	16.629648	2.927712	135022	131691	28.518646	7.230872	1.345959	2	1	-0.436931	4.607453	10	-2.914511	8.151783
90.8	5.446252	16.650811	2.932971	135350	132013	28.540927	7.328613	1.347371	2	1	-0.478331	4.399801	10	-3.231966	8.191029
91	5.347354	16.671748	2.928588	135677	132345	28.563068	7.426386	1.348836	2	1	-0.292974	4.176572	10	-3.272328	8.184786
91.2	5.24705	16.693442	2.936478	136016	132675	28.585061	7.524193	1.350397	2	1	-0.4639	4.171032	10	-3.279858	8.583289
91.4	5.148681	16.713907	2.939107	136345	133001	28.606894	7.622035	1.352116	2	1	-0.581347	4.183569	10	-2.989116	8.690619
91.6	5.05131	16.733897	2.947873	136674	133320	28.628546	7.719917	1.354082	2	1	-0.479038	4.017206	10	-3.112155	8.738341
91.8	4.962046	16.751409	2.950502	136972	133615	28.64795	7.808542	1.356585	2	1	-0.372523	3.799385	10	-3.232866	8.630434
92	4.873942	16.768453	2.965404	137273	133899	28.666634	7.896375	1.368645	2	1	-0.431861	3.746661	10	-3.249309	9.030118
92.2	4.775323	16.78601	2.983812	137610	134215	28.685685	7.994786	1.390482	2	1	0.681474	8.670411	10	-3.022146	9.013807
92.4	4.67549	16.801894	2.995207	137946	134538	28.702727	8.093566	1.409056	2	1	-0.616458	3.532057	10	3.890383	9.076885
92.6	4.580338	16.815923	3.045171	138288	134823	28.718095	8.192623	1.424416	2	1	-0.519394	3.551533	10	3.272559	8.934319
92.8	4.476664	16.825951	3.037282	138623	135167	28.732075	8.291886	1.437151	2	1	-0.169728	3.43891	10	2.937698	9.386855
93	4.379633	16.836109	3.054813	138951	135475	28.744898	8.391307	1.447741	2	1	-0.450173	3.32834	10	2.841548	9.224996
93.2	4.280606	16.844724	3.063579	139280	135794	28.756757	8.490848	1.456592	2	1	-0.833699	3.193286	10	3.351128	9.449201
93.4	4.179518	16.852627	3.05569	139606	136129	28.767807	8.590483	1.464018	2	1	0.488355	8.331322	10	3.014583	9.851855
93.6	4.080941	16.861116	3.060073	139931	136449	28.778176	8.690192	1.470272	2	1	-0.53595	3.043488	10	3.081218	9.589472
93.8	3.982634	16.869147	3.060949	140253	136770	28.78797	8.78996	1.475567	2	1	-0.732632	2.7957	10	2.919621	9.208285
94	3.880802	16.877377	3.05043	140580	137109	28.797275	8.889774	1.480079	2	1	-0.545198	3.273973	10	3.048956	9.724022
94.2	3.7783	16.886748	3.049554	140915	137445	28.806162	8.989627	1.483947	2	1	-0.435185	2.93251	10	3.041953	9.871673
94.4	3.675805	16.896208	3.036405	141243	137788	28.814689	9.089512	1.487285	1	1	-0.411922	2.969272			
94.6	3.575427	16.906805	3.039912	141574	138115	28.822906	9.189422	1.490189	1	1	-0.992214	2.694721			
94.8	3.473487	16.917207	3.032899	141904	138453	28.830849	9.289355	1.492737	1	1	-0.95202	2.691039			
95	3.375586	16.92789	3.039912	142229	138770	28.838553	9.389307	1.494997	1	1	-0.966074	2.62955			
95.2	3.275935	16.938058	3.039035	142555	139097	28.846043	9.489276	1.497026	1	1	-0.933679	2.572153			
95.4	3.172019	16.948753	3.02238	142886	139447	28.853339	9.589258	1.49887	1	1	-0.816098	2.840229			
95.6	3.067687	16.961249	3.000466	143216	139802	28.860458	9.689254	1.500573	1	1	-0.640514	2.207719			
95.8	2.967755	16.975447	3.023257	143558	140118	28.867411	9.789261	1.50217	1	1	-1.143566	2.709148			
96	2.873618	16.986639	3.044294	143879	140415	28.874209	9.889279	1.503697	1	1	-1.067654	1.954289			
96.2	2.770411	16.996713	3.02501	144206	140764	28.880856	9.989307	1.505186	1	1	-0.867046	2.337932			
96.4	2.672294	17.008204	3.033776	144533	141081	28.887355	10.089345	1.506669	1	1	-1.049415	2.35146			
96.6	2.572401	17.019016	3.017121	144851	141418	28.893703	10.189392	1.508183	1	1	-1.371544	2.186987			
96.8	2.469506	17.03189	2.990824	145174	141771	28.899897	10.28945	1.509769	1	1	-0.917621	2.144156			
97	2.372597	17.046612	3.003973	145501	142083	28.905926	10.389517	1.511482	1	1	-1.459619	1.849301			
97.2	2.272311	17.060501	3.003973	145831	142413	28.911773	10.489595	1.513401	1	1	-1.244876	2.152727			
97.4	2.186461	17.072391	3.038159	146133	142676	28.91695	10.581509	1.515767	1	1	-1.127649	2.19762			
97.6	2.088811	17.082528	3.038159	146453	142996	28.921818	10.677593	1.527614	1	1	-1.38297	1.761432			
97.8	1.98933	17.092854	3.043418	146782	143319	28.925076	10.777779	1.548902	1	1	-1.292861	1.822606			
98	1.885674	17.103063	3.049554	147125	143655	28.926348	10.878011	1.566969	1	1	-1.555254	1.763701			
98.2	1.789442	17.111946	3.077604	147456	143954	28.925969	10.978252	1.581901	1	1	-1.690705	1.962703			
98.4	1.692081	17.118184	3.098641	147786	144260	28.924226	11.07848	1.594281	1	1	-1.583975	1.948429			
98.6	1.596755	17.122281	3.112666	148105	144563	28.921349	11.178683	1.604573	1	1	-1.57409	1.994063			
98.8	1.495862	17.1252	3.114419	148435	144891	28.917528	11.278856	1.613173	1	1	-2.00162	1.703703			
99	1.393736	17.127976	3.096888	148758	145234	28.912916	11.378996	1.620386	1	1	-1.973721	1.647861			
99.2	1.291522	17.132549	3.092505	149089	145570	28.90764	11.479103	1.626458	1	1	-1.855761	2.01058			
99.4	1.190401	17.137516	3.11179	149430	145889	28.901803	11.57918	1.631598	1	1	-2.349004	2.177191			
99.6	1.09457	17.140373	3.142469	149760	146184	28.895491	11.679229	1.635976	1	1	-2.504632	2.071529			
99.8	1.000537	17.140291	3.178408	150087	146470	28.888773	11.779251	1.639727	1	1	-2.326661	1.86108			
100	0.899669	17.136576	3.183668	150419	146796	28.881705	11.879249	1.642962	1	1	-2.081873	2.079743			
100.2	0.800509	17.132401	3.195063	150749	147113	28.874335	11.979226	1.645775	1	1	-2.320273	2.399411			
100.6	0.598584	17.122303	3.174025	151396	147784	28.858835	12.179123	1.65043	1	1	-1.980415	2.61031			
100.8	0.50322	17.119209	3.196816	151720	148082	28.850762	12.279046	1.652391	1	1	-2.156408	2.442904			
101	0.403051	17.113671	3.195063	152046	148410	28.842502	12.378953	1.654174	1	1	-1.965409	2.543752			
101.2	0.309305	17.108654	3.228372	152371	148697	28.834071	12.478847	1.655817	1	1	-2.199698	2.612147			
101.4	0.209666	17.099986	3.219607	152692	149028	28.825481	12.578727	1.657358	1	1	-2.195345	2.570284			
101.6	0.105979	17.09188	3.207335	153024	149374	28.81674	12.678594	1.658829	1	1	-2.406236	2.856775			
101.8	0.003424	17.085128	3.181038	153344	149724	28.807855	12.778448	1.66026	1	1	-2.522589	2.840299			
102	-0.092529	17.081341	3.202075	153669	150025	28.798827	12.878289	1.661683	2	1	-2.651623	2.817926	2	0.398454	10.142177
102.2	-0.186237	17.075667	3.231878	153992	150314	28.789656	12.978118	1.66313	2	1	-2.235657	3.167694	2	0.161552	9.921296
102.4	-0.287525	17.066497	3.21873	154316	150653	28.780338	13.077932	1.664641	2	1	-2.764068	3.066536	2	0.435796	9.865931
102.6	-0.387243	17.05879	3.236261	154652	150969	28.770863	13.177732	1.666263	2	1	-2.423968	2.93355	2	0.225269	9.689822
102.8	-0.481619	17.049828	3.267817	154979	151260	28.761218	13.277516	1.668065	2	1	-1.07733	8.171111	2	-0.10638	9.9096
103	-0.574752	17.03801	3.276583	155290	151561	28.751867	13.372314	1.670224	2	1	-2.543693	3.234426	2	0.235702	9.380916
103.2	-0.673097	17.024653	3.286225	155619	151879	28.741608	13.470959	1.681865	2	1	-2.392457	3.440915	2	0.277534	9.572448
103.4	-0.776167	17.009641	3.294114	155963	152214	28.729421	13.570453	1.703463	2	1	-2.433393	3.381272	2	0.289045	9.065655
103.6	-0.878206	16.993956	3.284472	156294	152556	28.715231	13.669684	1.721823	2	1	-2.439648	3.457218	2	-0.146	9.081722
103.8	-0.980391	16.979256	3.285349	156631	152892	28.699385	13.768665	1.736994	2	1	-3.145648	3.630946	2	-0.253854	9.159274
104	-1.083473	16.964334	3.293238	156975	153227	28.68217	13.867419	1.749562	2	1	-2.731459	3.681733	2	-0.112377	8.909622
104.2	-1.184009	16.94897	3.309892	157316	153549	28.663823	13.96597	1.760006	2	1	-2.639663	3.949712	2	0.08944	8.882803
104.4	-1.280343	16.932603	3.333559	157648	153854	28.644534	14.064342	1.768726	2	1	-2.71555	3.315036	2	-0.363717	8.572206
104.6	-1.384394	16.912379	3.318658	157985	154208	28.624459	14.162558	1.776034	2	1	-2.958458	4.364537	2	-0.158042	8.483282
104.8	-1.481034	16.895087	3.350214	158323	154510	28.603724	14.260636	1.782183	2	1	-2.818411	4.24363	2	-0.043407	8.456572
105	-1.580682	16.873991	3.341448	158650	154847	28.582434	14.358596	1.787382	2	1	-2.676901	4.339097	2	0.016176	8.086634
105.2	-1.676451	16.854592	3.35635	158977	155157	28.560673	14.456453	1.791807	2	1	-2.79334	4.066392	2	-0.049863	8.749175
105.4	-1.776867	16.832689	3.354597	159311	155493	28.53851	14.554221	1.795594	2	1	-2.459541	4.182545	2	-0.128017	8.372462
105.6	-1.872823	16.811935	3.365116	159637	155807	28.516003	14.651909	1.798858	2	1	-2.548356	4.889521	2	-0.055007	8.070234
105.8	-1.972445	16.789289	3.349337	159961	156149	28.493199	14.749529	1.801691	2	1	-2.568189	4.529757	2	-0.182285	8.229444
106	-2.069859	16.768755	3.362486	160293	156466	28.470136	14.847088	1.804173	2	1	-2.93021	4.331874	2	0.097054	8.034883
106.2	-2.169091	16.746472	3.363362	160625	156797	28.446844	14.944593	1.806369	2	1	-2.777592	4.453657	2	0.066611	8.227571
106.4	-2.267705	16.724237	3.348461	160946	157135	28.42335	15.04205	1.808335	2	1	-2.546404	4.826344	2	-0.144691	7.480552
106.6	-2.363937	16.704041	3.347584	161266	157456	28.399673	15.139462	1.810117	2	1	-2.492626	4.983217	2	-0.192845	7.717911
106.8	-2.460186	16.683929	3.339695	161582	157781	28.37583	15.236834	1.811757	2	1	-3.087684	4.937935	2	-0.026647	7.414639
107	-2.561554	16.663581	3.329177	161913	158124	28.351832	15.334168	1.813291	2	1	-2.71256	5.240046	2	-0.297446	7.419204
107.2	-2.656801	16.645501	3.344955	162238	158431	28.327688	15.431466	1.81475	2	1	-2.943843	4.90444	2	-0.198321	7.145116
107.4	-2.75746	16.624744	3.341448	162571	158768	28.303405	15.52873	1.816165	2	1	-2.978045	5.075615	2	-0.233353	7.027768
107.6	-2.856838	16.604614	3.347584	162905	159095	28.278985	15.625959	1.817567	2	1	-3.10963	5.49089	2	0.127488	7.470322
107.8	-2.954438	16.58422	3.349337	163231	159419	28.254428	15.723153	1.818987	2	1	-2.059326	10.206574	2	-0.11668	6.930713
108	-3.055606	16.562895	3.337066	163561	159763	28.22973	15.820312	1.820462	2	1	-3.253063	5.656562	2	-0.251641	6.849103
108.2	-3.155522	16.543112	3.335313	163892	160096	28.204885	15.917433	1.822037	2	1	-2.677818	5.942462	2	0.200204	6.929682
108.4	-3.252162	16.524153	3.335313	164213	160417	28.179878	16.014513	1.823774	2	1	-2.853771	5.549512	2	-0.03956	6.836871
108.6	-3.354672	16.504043	3.320411	164545	160766	28.154974	16.110454	1.825781	2	1	-2.847779	6.245814	2	-0.282459	6.580094
108.8	-3.452187	16.486417	3.343202	164881	161076	28.12931	16.207285	1.83731	2	1	-2.590012	5.816639	2	-0.374693	6.570785
109	-3.544616	16.467526	3.405437	165224	161348	28.10186	16.303691	1.859047	2	1	-3.064709	6.384721	2	-0.312382	6.575308
109.2	-3.638801	16.442082	3.43524	165559	161649	28.072459	16.399522	1.877535	2	1	-2.90169	6.327863	2	-0.397299	6.218455
109.4	-3.731599	16.414021	3.46855	165894	161946	28.041449	16.494847	1.892808	2	1	-2.896158	6.176509	2	-0.290238	6.1908
109.6	-3.824282	16.38259	3.49134	166226	162252	28.009114	16.589732	1.905456	2	1	-2.790415	6.435726	2	-0.071235	5.921119
109.8	-3.914063	16.349843	3.532539	166561	162540	27.975685	16.684238	1.91596	2	1	-3.208498	6.154059	2	-0.448292	6.307476
110	-4.005256	16.312256	3.545687	166890	162854	27.941349	16.778419	1.924728	2	1	-2.970345	6.458666	2	-0.168247	6.045251
110.4	-4.189787	16.234663	3.543057	167541	163508	27.870529	16.965986	1.938248	2	1	-2.996798	6.691058	2	-0.227464	5.566184
110.6	-4.28891	16.192583	3.509748	167873	163878	27.834271	17.059446	1.943468	2	1	-3.237056	7.120657	2	0.184254	5.206693
110.8	-4.384657	16.155649	3.484328	168193	164227	27.797561	17.15273	1.947907	2	1	-3.081054	7.052647	2	-0.193111	5.950265
111	-4.478133	16.122295	3.492217	168521	164546	27.760468	17.245863	1.951704	2	1	-2.936883	6.724612	2	-0.111464	5.516627
111.2	-4.57264	16.087731	3.497476	168852	164871	27.723047	17.338865	1.954973	2	1	-3.023071	7.218603	2	-0.43974	5.415509
111.4	-4.669551	16.051707	3.476439	169177	165220	27.685341	17.431752	1.957809	2	1	-2.925156	7.051214	2	-0.102717	4.956496
111.6	-4.763143	16.019142	3.488711	169507	165536	27.647389	17.524538	1.96029	2	1	-3.201654	7.44601	2	-0.397641	5.425
111.8	-4.852721	15.986736	3.515884	169833	165831	27.609221	17.617236	1.962484	2	1	-3.075062	7.149544	2	-0.354215	4.937804
112	-4.945955	15.950113	3.530785	170168	166149	27.57086	17.709855	1.964444	2	1	-2.952144	7.504246	2	-0.422273	5.303723
112.2	-5.038633	15.912105	3.542181	170501	166469	27.532326	17.802401	1.96622	2	1	-2.851875	7.50043	2	-0.084508	5.028928
112.4	-5.128894	15.87388	3.560589	170831	166778	27.493634	17.894883	1.967851	2	1	-2.88376	7.718361	2	0.048026	4.917113
112.6	-5.216055	15.835062	3.569354	171147	167084	27.454797	17.987303	1.969373	2	1	-3.36806	8.090166	2	-0.501562	4.828982
112.8	-5.307058	15.793572	3.57286	171475	167408	27.415823	18.079665	1.970819	2	1	-3.433302	7.777667	2	-0.337607	4.57109
113	-5.396662	15.75234	3.577243	171799	167727	27.376717	18.171972	1.972219	2	1	-3.080804	8.366977	2	-0.480324	4.440024
113.2	-5.490952	15.708451	3.563218	172130	168074	27.337484	18.264225	1.973601	2	1	-3.116027	7.900786	2	-0.520602	4.489448
113.6	-5.674282	15.627299	3.557082	172780	168731	27.258629	18.448564	1.976443	2	1	-3.098175	8.345108	2	-0.430238	4.36374
113.8	-5.769718	15.585195	3.54481	173113	169078	27.218999	18.540647	1.977979	2	1	-3.348042	8.201332	2	-0.115481	3.908793
114	-5.858891	15.547155	3.564095	173440	169383	27.179221	18.632666	1.979664	2	1	-3.112077	8.805368	2	-0.470322	3.781818
114.2	-5.949272	15.506521	3.571107	173767	169702	27.139277	18.724613	1.981583	2	1	-2.850475	8.817895	2	-0.370546	4.192044
114.4	-6.026675	15.471068	3.619318	174072	169952	27.102908	18.807853	1.984012	2	1	-3.210271	8.856733	2	-0.788903	3.707027
114.6	-6.112224	15.426778	3.622824	174388	170264	27.065484	18.892165	1.995963	2	1	-3.067267	9.189075	2	-0.539789	3.703601
114.8	-6.202648	15.37956	3.651751	174737	170580	27.023138	18.983019	2.017897	2	1	-3.366429	8.680966	2	-0.559476	3.59715
115	-6.29448	15.328174	3.648245	175078	170925	26.978941	19.072989	2.036563	2	1	3.151746	9.081334	2	-0.675804	3.714391
115.2	-6.381394	15.279939	3.676295	175418	171233	26.933219	19.162196	2.051996	2	1	3.362215	8.721689	2	-0.45344	3.073285
115.4	-6.464282	15.230849	3.702591	175747	171532	26.886246	19.250752	2.064788	2	1	2.801737	9.177852	2	-0.454043	3.314993
115.8	-6.62758	15.125761	3.749926	176407	172138	26.789379	19.426286	2.08431	2	1	3.02632	9.418085	2	-0.612541	3.753244
116	-6.70638	15.070881	3.779729	176737	172434	26.739806	19.513416	2.091763	2	1	3.378593	9.582528	2	-0.63636	3.525592
116.2	-6.783756	15.013495	3.813038	177070	172729	26.689636	19.600205	2.098039	2	1	2.82792	9.756579	2	-0.367175	2.932094
116.4	-6.862902	14.950605	3.813915	177400	173058	26.638965	19.686703	2.10335	2	1	3.215864	9.752688	2	-1.120118	3.151478
116.6	-6.942472	14.887264	3.795507	177721	173400	26.587869	19.772951	2.107875	2	1	2.863106	10.101318	2	-0.764854	3.173011
116.8	-7.018202	14.829225	3.807779	178039	173704	26.536411	19.858984	2.111752	2	1	2.759972	9.887747	2	-0.545572	3.234088
117	-7.097315	14.767037	3.823557	178376	174023	26.484643	19.944831	2.115096	1	2	-0.399494	2.799328			
117.2	-7.175199	14.703801	3.841088	178713	174340	26.432607	20.030516	2.118004	1	2	-0.660354	2.3905			
117.4	-7.249028	14.64168	3.857743	179037	174645	26.380338	20.116059	2.120554	1	2	-0.689985	2.804667			
117.6	-7.325862	14.574813	3.859496	179370	174976	26.327863	20.201477	2.122815	1	2	-0.754624	2.174248			
117.8	-7.399575	14.510434	3.870014	179695	175289	26.275205	20.286781	2.124842	1	2	-1.109541	2.639706			
118	-7.47524	14.442936	3.872644	180027	175618	26.222382	20.371984	2.126684	1	2	-0.707396	2.489568			
118.2	-7.550041	14.375853	3.868261	180352	175948	26.169409	20.457094	2.128382	1	2	-1.319906	2.100842			
118.4	-7.628346	14.306245	3.844594	180680	176303	26.116295	20.542116	2.129975	1	2	-0.522448	2.57476			
118.6	-7.707106	14.239501	3.827939	181007	176649	26.06305	20.627055	2.131495	1	2	-0.759898	2.220599			
118.8	-7.786848	14.174176	3.812161	181334	176994	26.009677	20.711915	2.132975	1	2	-1.295968	1.9543			
119	-7.863885	14.113071	3.834075	181667	177302	25.956179	20.796695	2.134447	1	2	-0.921331	2.153574			
119.2	-7.936259	14.053036	3.882286	182001	177581	25.902555	20.881396	2.135947	1	2	-1.123433	1.927902			
119.4	-8.005995	13.989272	3.912089	182326	177872	25.848801	20.966015	2.137515	1	2	-0.927633	2.019537			
119.6	-8.079414	13.918009	3.902447	182654	178211	25.79491	21.050546	2.139205	1	2	-1.210083	2.184269			
119.8	-8.149628	13.85116	3.928744	182985	178512	25.740867	21.134981	2.14109	1	2	-1.309828	2.096707			
120	-8.214811	13.785747	3.93751	183291	178808	25.690623	21.213128	2.143395	1	2	-1.239272	1.744653			
120.2	-8.286395	13.712642	3.922608	183616	179150	25.637498	21.294758	2.155176	1	2	-1.39518	1.863582			
120.4	-8.353831	13.645794	3.983091	183960	179425	25.581307	21.377766	2.17653	1	2	-1.683412	1.623648			
120.6	-8.421089	13.570532	3.998869	184298	179745	25.523474	21.459641	2.194661	1	2	-1.702619	2.062383			
120.8	-8.484842	13.496886	4.026042	184631	180047	25.464297	21.540551	2.209647	1	2	-1.447369	1.888575			
121	-8.547932	13.419873	4.04445	184966	180361	25.404018	21.620646	2.222068	1	2	-1.629622	1.872679			
121.2	-8.609974	13.341231	4.050586	185296	180684	25.342833	21.700052	2.232393	1	2	-1.590719	1.612423			
121.4	-8.669363	13.264992	4.07513	185625	180985	25.2809	21.778877	2.241019	1	2	-2.068443	1.916329			
121.6	-8.728598	13.184977	4.086525	185956	181303	25.218344	21.85721	2.248251	1	2	-1.514588	2.259261			
121.8	-8.785749	13.105907	4.086525	186274	181621	25.155269	21.935126	2.254339	1	2	-1.854696	2.051644			
122	-8.84299	13.026714	4.101426	186601	181931	25.091757	22.012687	2.25949	1	2	-1.673114	2.185518			
122.2	-8.897901	12.94831	4.148761	186940	182216	25.027876	22.089944	2.263877	1	2	-1.929175	2.358424			
122.4	-8.951253	12.863894	4.161909	187273	182534	24.96368	22.166942	2.267634	1	2	-2.455422	2.529462			
122.6	-9.005737	12.775123	4.152267	187607	182879	24.899216	22.243714	2.270874	1	2	-2.115579	1.686376			
122.8	-9.057571	12.692471	4.159279	187929	183193	24.83452	22.320292	2.27369	1	2	-1.958046	2.85961			
123	-9.110435	12.606846	4.164539	188260	183518	24.769622	22.396698	2.276159	1	2	-2.175493	1.81309			
123.2	-9.16077	12.524349	4.190836	188590	183818	24.704546	22.472953	2.278346	1	2	-1.854304	2.21814			
123.4	-9.209378	12.439759	4.201354	188914	184130	24.639312	22.549073	2.280306	1	2	-2.337643	2.417753			
123.6	-9.256943	12.35493	4.229404	189247	184431	24.573936	22.625072	2.282087	1	2	-2.25185	2.508621			
123.8	-9.302609	12.267849	4.246059	189577	184742	24.50843	22.700958	2.283727	1	2	-2.304523	2.281662			
124	-9.349095	12.175498	4.232034	189906	185087	24.442803	22.77674	2.285264	1	2	-2.271607	2.592499			
124.2	-9.39524	12.086937	4.243429	190238	185406	24.377063	22.852424	2.286729	1	2	-2.325652	2.577115			
124.4	-9.441483	11.995667	4.230281	190564	185747	24.311214	22.928013	2.288154	1	2	-2.183953	2.852916			
124.8	-9.533353	11.819364	4.261837	191230	186377	24.179193	23.07891	2.291006	2	2	-2.074703	2.922805	3	-0.031788	9.724696
125	-9.576104	11.730986	4.270603	191555	186692	24.113019	23.154214	2.292504	2	2	-2.543027	3.120917	3	0.187922	9.917509
125.2	-9.617686	11.643069	4.302159	191890	186991	24.046727	23.229415	2.29411	2	2	-2.310891	2.97832	3	-0.016178	9.492124
125.4	-9.659777	11.546288	4.270603	192216	187353	23.980309	23.304505	2.295889	2	2	-2.612903	3.121576	3	0.321251	9.650828
125.6	-9.70149	11.458094	4.244306	192519	187686	23.916304	23.376584	2.297998	2	2	-2.600456	3.285376	3	0.267657	9.287414
125.8	-9.747583	11.36692	4.244306	192852	188019	23.849764	23.450734	2.309599	2	2	-2.602085	3.065367	3	0.020672	9.026984
126	-9.792085	11.278895	4.287257	193198	188316	23.781464	23.524101	2.331254	2	2	-2.631832	3.341648	3	0.050867	9.179353
126.2	-9.834601	11.184987	4.290763	193536	188650	23.711695	23.596075	2.349667	2	2	-2.459519	3.60714	3	0.005217	9.146686
126.4	-9.87415	11.09681	4.327579	193872	188944	23.640727	23.666871	2.36488	2	2	-2.612777	3.81634	3	0.104931	8.957046
126.6	-9.913883	10.998705	4.313554	194209	189297	23.568783	23.736676	2.377482	2	2	-2.704427	3.467069	3	-0.30739	9.165706
126.8	-9.952068	10.908095	4.337221	194543	189604	23.49604	23.805649	2.387951	2	2	-3.040386	3.715356	3	0.117213	8.838988
127	-9.99074	10.809897	4.300406	194866	189969	23.422638	23.873923	2.396692	2	2	-2.465569	3.901672	3	0.020438	8.690244
127.2	-10.031649	10.716282	4.300406	195199	190302	23.34869	23.941606	2.404016	2	2	-2.885228	4.051956	3	0.119382	8.707211
127.4	-10.072067	10.623792	4.289887	195522	190637	23.274288	24.00879	2.410177	2	2	-2.486768	4.053621	3	-0.122468	8.485415
127.6	-10.113455	10.531732	4.288134	195850	190967	23.199506	24.075552	2.415386	2	2	-2.74346	3.902455	3	-0.084275	8.443518
127.8	-10.154183	10.441562	4.297776	196178	191284	23.124403	24.141952	2.419818	2	2	-2.491785	4.244974	3	0.210025	8.282833
128	-10.197192	10.343843	4.273232	196512	191646	23.049027	24.208043	2.42361	2	2	-3.152483	4.390986	3	-0.239752	8.576945
128.2	-10.240695	10.251235	4.249565	196832	191993	22.973418	24.273869	2.426877	2	2	-2.719278	4.267711	3	0.374895	8.156336
128.4	-10.287267	10.157898	4.249565	197172	192333	22.897609	24.339464	2.429713	2	2	-2.837876	4.583265	3	-0.16255	8.130452
128.6	-10.333428	10.065385	4.23554	197501	192678	22.821626	24.404857	2.432196	2	2	-2.628744	4.568041	3	0.230211	7.575526
128.8	-10.379193	9.976799	4.253071	197836	192993	22.74549	24.470072	2.434392	2	2	-2.97584	4.911398	3	-0.084546	7.967903
129	-10.423737	9.886737	4.253948	198164	193320	22.669218	24.535129	2.436357	2	2	-2.781917	4.587535	3	0.13621	7.765451
129.2	-10.466234	9.800625	4.271479	198487	193623	22.592825	24.600043	2.438138	2	2	-2.814619	5.165383	3	-0.190051	7.357785
129.4	-10.508524	9.711007	4.276738	198813	193943	22.516321	24.664827	2.439776	2	2	-2.811388	4.907495	3	0.125114	7.772826
129.6	-10.552673	9.616162	4.262713	199146	194292	22.439714	24.729489	2.441306	2	2	-2.945796	5.202262	3	-0.132347	7.56012
129.8	-10.597147	9.524016	4.244306	199469	194636	22.363011	24.794037	2.442761	2	2	-3.149795	5.155269	3	-0.107507	7.267942
130	-10.643933	9.431474	4.219762	199793	194988	22.286216	24.858475	2.444172	2	2	-2.99743	5.555306	3	-0.098737	7.278753
130.2	-10.690799	9.344161	4.221515	200117	195310	22.20933	24.922806	2.445567	2	2	-2.762949	5.486025	3	-0.230705	7.116476
130.4	-10.735922	9.259744	4.251318	200446	195605	22.132354	24.987028	2.44698	2	2	-2.593724	5.521288	3	-0.181842	6.736448
130.6	-10.779464	9.172095	4.251318	200765	195924	22.055286	25.05114	2.448446	2	2	-2.98317	5.434353	3	-0.316206	6.664775
130.8	-10.82246	9.085546	4.279368	201096	196223	21.978121	25.115135	2.450008	2	2	-2.95028	5.892322	3	-0.367294	6.848235
131	-10.863527	8.996711	4.289887	201421	196536	21.900851	25.179003	2.451728	2	2	-2.737304	5.505014	3	-0.351625	7.002014
131.2	-10.904034	8.90661	4.305665	201752	196849	21.823464	25.242729	2.453695	2	2	-2.836177	5.937369	3	-0.05309	6.94408
131.4	-10.941598	8.819402	4.276738	202045	197175	21.753304	25.300249	2.4562	2	2	-2.947284	6.277033	3	-0.237365	6.756936
131.6	-10.979662	8.737629	4.287257	202345	197463	21.683569	25.356731	2.468262	2	2	-2.724481	5.983772	3	-0.043984	6.108719
131.8	-11.023506	8.640787	4.282874	202689	197812	21.60453	25.418378	2.490091	2	2	-3.220095	6.245985	3	0.082248	6.306006
132	-11.064964	8.550275	4.324073	203037	198113	21.52425	25.478405	2.508657	2	2	-2.622152	5.979464	3	-0.136729	6.500477
132.2	-11.10324	8.456712	4.351246	203382	198427	21.442964	25.537065	2.52401	2	2	-3.0954	6.522346	3	-0.175343	6.339552
132.4	-11.136466	8.368744	4.399457	203716	198706	21.360864	25.594583	2.536739	2	2	-2.902827	6.223249	3	-0.408017	6.541417
132.6	-11.1665	8.275921	4.422247	204047	199011	21.2781	25.651143	2.547325	2	2	-2.624218	6.312143	3	0.186461	6.040218
