									landmark	id	x	y	id	x	y
43	11.855371	-0.857206	0.830103	56797	55859	11.669386	-7.037653	0.064694	2	8	-2.809999	7.028788	9	-0.298083	5.473167
43.2	11.924932	-0.78113	0.821337	57128	56200	11.769412	-7.030983	0.068453	2	8	-2.677453	6.8813	9	-0.475955	5.626995
43.6	12.061064	-0.631459	0.822214	57788	56859	11.969394	-7.01664	0.07451	2	8	-2.996232	7.047585	9	-0.241501	5.380102
43.8	12.131222	-0.555934	0.811695	58118	57201	12.069355	-7.009053	0.076979	2	8	-3.019907	7.05991	9	-0.528272	4.962868
44	12.197209	-0.486382	0.845881	58450	57494	12.169297	-7.001234	0.079167	2	8	-2.688343	7.318544	9	-0.626047	5.015618
44.2	12.259255	-0.416338	0.887956	58779	57775	12.269224	-6.993207	0.081127	2	8	-3.390064	7.507421	9	0.243926	4.94749
44.4	12.321106	-0.340294	0.915129	59114	58079	12.369136	-6.984994	0.082907	2	8	-3.208283	7.475823	9	-0.545826	5.186414
44.6	12.382833	-0.260045	0.911623	59442	58411	12.469033	-6.97661	0.084547	2	8	-2.929285	7.630438	9	-0.561342	5.041614
44.8	12.44174	-0.184014	0.937043	59770	58710	12.568917	-6.968067	0.086083	2	8	-3.244312	7.778235	9	0.044476	4.891914
45	12.502874	-0.100825	0.93266	60104	59049	12.668788	-6.959375	0.087547	2	8	-3.444361	8.209928	9	-0.342381	4.838641
45.2	12.562362	-0.020615	0.940549	60434	59370	12.768647	-6.950539	0.08897	2	8	-3.291164	7.877243	9	-0.108639	4.372988
45.4	12.622571	0.061921	0.937043	60765	59705	12.868493	-6.941561	0.090383	2	8	-2.847238	8.317778	9	-0.534057	4.409524
45.6	12.686067	0.148324	0.887079	61086	60083	12.968326	-6.932441	0.091818	2	8	-3.125169	8.391558	9	-0.774143	4.295421
45.8	12.746822	0.222886	0.908993	61412	60384	13.068145	-6.923175	0.093313	2	8	-3.108565	8.571828	9	-0.780829	3.999029
46	12.809229	0.302997	0.896721	61736	60722	13.167951	-6.913754	0.094914	2	8	-2.689603	8.652963	9	-0.319438	3.694918
46.2	12.868592	0.377302	0.926524	62063	61015	13.267739	-6.904165	0.096688	2	8	-3.270411	8.63515	9	-0.406242	3.868933
46.4	12.92636	0.454202	0.922142	62374	61331	13.363956	-6.894733	0.098786	2	8	-3.26637	8.737863	9	-0.7562	3.963985
46.6	12.986873	0.534027	0.96334	62724	61634	13.46315	-6.884485	0.110377	2	8	-3.537605	8.970145	9	-0.322118	4.253879
46.8	13.041859	0.613127	1.010674	63065	61921	13.562653	-6.872364	0.132038	2	8	-3.659431	8.810898	9	-0.647016	3.959413
47	13.094833	0.697599	1.024699	63398	62238	13.661892	-6.858235	0.150457	2	8	3.012993	9.042157	9	-0.397778	3.694722
47.2	13.14845	0.785821	1.022069	63733	62576	13.760882	-6.842442	0.165675	2	8	3.05631	8.789357	9	-0.358294	3.431077
47.4	13.200538	0.871022	1.028205	64062	62898	13.859644	-6.825277	0.178279	2	8	2.721488	9.150967	9	-0.507266	3.641502
47.6	13.254716	0.960877	1.01418	64396	63248	13.958204	-6.806977	0.188751	2	8	2.853689	9.242044	9	-0.471258	3.105775
47.8	13.306989	1.044883	1.037848	64732	63557	14.056585	-6.787732	0.197494	2	8	3.198197	9.426472	9	-0.705404	3.044229
48	13.357648	1.130763	1.064144	65072	63867	14.154809	-6.767698	0.204819	2	8	4.261679	14.248839	9	-0.825022	3.122995
48.2	13.407968	1.221434	1.046613	65400	64215	14.252896	-6.747004	0.210981	2	8	3.051696	9.363757	9	-0.819515	2.921865
48.4	13.460176	1.311739	1.01681	65723	64572	14.350864	-6.725753	0.21619	2	8	3.001515	9.745384	9	-0.655314	3.313125
48.6	13.51368	1.39823	1.012427	66052	64906	14.44873	-6.70403	0.220622	2	8	3.119619	9.763161	9	-0.964004	2.917821
49	13.623042	1.570456	0.986131	66702	65586	14.644203	-6.659436	0.227681	2	8	3.025936	9.8885	9	-0.493744	3.336945
49.2	13.678581	1.65437	0.99139	67033	65911	14.741831	-6.636668	0.230517	1	9	-0.600232	2.467726			
49.4	13.73141	1.73511	0.999279	67352	66221	14.839399	-6.613642	0.232999	1	9	-0.795788	2.908885			
49.6	13.785178	1.818715	1.018563	67687	66534	14.936913	-6.590387	0.235195	1	9	-1.058488	2.500906			
49.8	13.834265	1.898378	1.074663	68024	66807	15.034379	-6.566929	0.237159	1	9	-0.85185	2.65324			
50	13.883409	1.989168	1.063268	68354	67150	15.1318	-6.54329	0.238939	1	9	-1.003851	2.1572			
50.2	13.935373	2.082609	1.037848	68688	67513	15.229181	-6.519484	0.240576	1	9	-0.770445	2.717481			
50.4	13.983929	2.164922	1.079046	69023	67801	15.326524	-6.495523	0.242105	1	9	-0.972649	2.408896			
50.6	14.029052	2.249165	1.099207	69346	68101	15.423832	-6.471418	0.243559	1	9	-0.933222	2.501083			
50.8	14.076162	2.341544	1.078169	69672	68451	15.521105	-6.447174	0.244969	1	9	-0.974699	2.135366			
51	14.123536	2.429802	1.089565	70005	68771	15.618344	-6.422793	0.246363	1	9	-1.301747	2.036109			
51.2	14.170896	2.520498	1.07291	70329	69114	15.715548	-6.398276	0.247774	1	9	-1.183141	2.165758			
51.4	14.218294	2.607697	1.073787	70653	69437	15.812717	-6.373619	0.249237	1	9	-0.974993	2.003831			
51.6	14.264153	2.692241	1.088688	70975	69742	15.909849	-6.348816	0.250796	1	9	-1.08414	2.067356			
51.8	14.309529	2.778954	1.088688	71294	70061	16.00694	-6.323854	0.252512	1	9	-1.094243	2.115803			
52	14.357252	2.870152	1.080799	71625	70401	16.103985	-6.298713	0.254473	1	9	-1.283426	2.110502			
52.2	14.397608	2.945812	1.121997	71928	70657	16.191761	-6.275772	0.256969	1	9	-1.125107	1.970261			
52.4	14.438807	3.031362	1.110602	72231	70973	16.27873	-6.25249	0.269019	1	9	-1.16941	1.903129			
52.6	14.483294	3.12111	1.120244	72563	71294	16.375066	-6.224793	0.290859	1	9	-1.464529	2.037371			
52.8	14.525311	3.207968	1.133393	72885	71601	16.470819	-6.195138	0.309436	1	9	-1.416962	1.988646			
53.2	14.610083	3.393534	1.15443	73562	72254	16.660851	-6.131263	0.337534	1	9	-1.633726	1.968781			
53.6	14.692137	3.578648	1.166702	74229	72907	16.849337	-6.06294	0.356976	1	9	-1.779203	1.914869			
53.8	14.731643	3.671032	1.17985	74564	73227	16.943131	-6.027557	0.364402	1	9	-1.703646	2.253773			
54	14.768235	3.759813	1.206147	74892	73525	17.036682	-5.991535	0.370657	1	9	-2.109374	2.114714			
54.2	14.803575	3.852393	1.211407	75218	73845	17.130024	-5.954973	0.375951	1	9	-1.74956	1.796636			
54.4	14.839991	3.949321	1.214036	75557	74181	17.223186	-5.917955	0.380463	1	9	-1.657908	2.279175			
54.6	14.874171	4.041027	1.219296	75879	74497	17.316192	-5.880546	0.384331	1	9	-1.990911	2.31303			
54.8	14.90866	4.135071	1.227185	76210	74819	17.409063	-5.842803	0.387668	1	9	-2.594423	2.406331			
55	14.9407	4.224618	1.255235	76536	75113	17.501817	-5.804771	0.390571	1	9	-1.793723	2.081599			
55.2	14.970359	4.315467	1.275395	76859	75413	17.594467	-5.766486	0.393119	1	9	-2.024336	2.349069			
55.4	14.999744	4.412031	1.271889	77186	75744	17.687024	-5.727978	0.395379	1	9	-2.513138	2.194379			
55.6	15.029693	4.509224	1.274519	77519	76074	17.779499	-5.689272	0.397407	1	9	-2.096878	2.933915			
55.8	15.059028	4.605322	1.271889	77845	76403	17.871899	-5.650388	0.39925	1	9	-2.190345	2.76722			
56	15.088616	4.701342	1.276272	78175	76728	17.96423	-5.611339	0.400952	1	9	-2.072312	2.660825			
56.2	15.116714	4.793969	1.291174	78499	77035	18.056497	-5.572139	0.402549	1	9	-2.549356	2.585816			
56.4	15.142836	4.884939	1.321853	78825	77326	18.148702	-5.532795	0.404075	1	9	-2.509633	2.512574			
56.6	15.167402	4.981574	1.323606	79151	77650	18.240848	-5.493311	0.405563	1	9	-1.868769	2.904887			
56.8	15.191649	5.077657	1.327113	79476	77971	18.332935	-5.453691	0.407045	2	9	-2.621331	3.069224	10	0.023831	9.918352
57	15.215669	5.174271	1.338508	79807	78289	18.424963	-5.413934	0.408557	2	9	-2.489957	3.128174	10	0.096086	9.951602
57.2	15.238517	5.270854	1.349903	80137	78606	18.516929	-5.374034	0.410141	2	9	-1.381223	7.982615	10	-0.260956	9.516407
57.4	15.260329	5.367991	1.349027	80461	78931	18.60883	-5.333982	0.411851	2	9	-2.341873	2.915708	10	0.028557	9.628395
57.6	15.281013	5.459721	1.370941	80780	79225	18.700657	-5.293765	0.413766	2	9	-2.544644	2.900682	10	-0.094009	9.338849
57.8	15.298554	5.546319	1.409509	81090	79491	18.784973	-5.256627	0.416126	2	9	-2.557639	3.168817	10	0.511021	9.497067
58	15.314492	5.64428	1.403373	81410	79818	18.872919	-5.217297	0.427966	2	9	-2.596089	3.365715	10	-0.081098	9.221972
58.2	15.330366	5.738208	1.444572	81744	80105	18.963667	-5.174725	0.449264	2	9	-2.745024	3.582427	10	0.026311	9.313549
58.4	15.342803	5.83621	1.479634	82086	80407	19.053555	-5.13036	0.46734	2	9	-2.726583	3.517858	10	0.172217	9.196993
58.6	15.351964	5.936422	1.484893	82417	80732	19.142702	-5.084521	0.482281	2	9	-2.24353	3.815646	10	0.035006	9.02356
58.8	15.359821	6.027663	1.534857	82744	81002	19.231218	-5.03747	0.494667	2	9	-2.779693	3.832472	10	0.026505	8.721854
59	15.36347	6.129147	1.529598	83072	81336	19.319196	-4.98942	0.504964	2	9	-2.377726	3.759526	10	-0.184979	8.871554
59.2	15.367539	6.227851	1.534857	83397	81655	19.406718	-4.940542	0.513568	2	9	-2.496198	3.73582	10	0.078169	8.867083
59.6	15.373782	6.422872	1.557648	84046	82278	19.580655	-4.840829	0.526859	2	9	-2.708795	4.148059	10	0.108225	8.526781
59.8	15.375095	6.522726	1.548006	84366	82609	19.667177	-4.790199	0.532001	2	9	-2.5599	4.249688	10	0.328427	8.415874
60	15.377384	6.623175	1.554142	84697	82933	19.753457	-4.739157	0.53638	2	9	-3.117619	4.049649	10	-0.28394	8.477277
60.2	15.378989	6.719496	1.596217	85035	83223	19.839529	-4.687764	0.540133	2	9	-2.588322	4.196543	10	0.016421	7.94178
60.4	15.376446	6.819479	1.587451	85356	83554	19.925421	-4.636072	0.543369	2	9	-2.351695	4.228559	10	-0.150124	8.397943
60.6	15.37484	6.915953	1.619884	85689	83850	20.011157	-4.58412	0.546183	2	9	-2.747779	4.46516	10	0.112789	7.783586
60.8	15.369985	7.014776	1.627773	86016	84168	20.096756	-4.531942	0.548651	2	9	-2.984475	4.52195	10	-0.200918	8.304827
61	15.364228	7.115701	1.614624	86338	84505	20.182233	-4.479564	0.550838	2	9	-2.868847	4.692499	10	0.186314	7.738447
61.2	15.360108	7.209644	1.65407	86667	84789	20.267602	-4.42701	0.5528	2	9	-2.977164	4.955983	10	-0.12647	7.859316
61.4	15.351955	7.307325	1.667218	86994	85101	20.352872	-4.374296	0.554582	2	9	-1.517707	10.0275	10	0.015586	7.564364
61.6	15.342607	7.403975	1.687379	87322	85406	20.438052	-4.321436	0.556226	2	9	-2.632484	5.087285	10	-0.173514	7.255632
62	15.321693	7.607977	1.654946	87972	86093	20.608164	-4.215316	0.559237	2	9	-2.949982	5.25045	10	0.092747	7.489909
62.2	15.313674	7.703053	1.677737	88296	86391	20.693102	-4.16207	0.560668	2	9	-2.97214	5.319872	10	0.151359	7.386762
62.4	15.302687	7.805395	1.668095	88626	86732	20.777965	-4.108702	0.56209	2	9	-3.00459	5.039173	10	-0.195364	7.283745
62.6	15.292763	7.907075	1.661082	88955	87069	20.862751	-4.055212	0.563537	2	9	-2.854147	5.61864	10	-0.255846	7.064619
62.8	15.28351	8.00928	1.647934	89282	87411	20.947458	-4.001598	0.565046	2	9	-2.683877	5.342614	10	-0.066398	7.216744
63	15.276074	8.105481	1.680366	89615	87707	21.032081	-3.947851	0.566667	2	9	-2.722123	5.522506	10	-0.296382	6.592541
63.2	15.265138	8.204896	1.680366	89941	88033	21.116612	-3.893959	0.568467	2	9	-3.095049	6.151583	10	-0.370997	6.760944
63.4	15.25457	8.300958	1.687379	90260	88344	21.196918	-3.84254	0.570621	2	9	-2.623713	6.199948	10	0.20158	6.422801
63.6	15.243311	8.397095	1.732083	90601	88634	21.280194	-3.788595	0.582259	2	9	-2.414166	6.043463	10	0.073489	6.447948
63.8	15.227594	8.493692	1.76364	90938	88935	21.363314	-3.73257	0.603859	2	9	-2.971027	6.131868	10	0.131933	6.416071
64	15.208279	8.592607	1.780294	91276	89254	21.44529	-3.674882	0.62222	2	9	-3.041274	6.279306	10	0.017822	6.241354
64.2	15.187288	8.691336	1.769776	91599	89589	21.526292	-3.615829	0.637392	2	9	-2.821454	6.440527	10	0.041927	5.870332
64.4	15.168003	8.786972	1.796072	91932	89892	21.606469	-3.555661	0.649962	2	9	-3.091066	6.310714	10	0.006474	6.294866
64.6	15.145422	8.885507	1.788183	92257	90226	21.685952	-3.494576	0.660406	2	9	-2.704773	6.335992	10	-0.289407	6.009648
64.8	15.124645	8.979574	1.803961	92580	90531	21.764848	-3.432733	0.669126	2	9	-2.852793	6.457267	10	0.00248	6.051024
65	15.102174	9.074196	1.826752	92910	90835	21.843247	-3.37026	0.676435	2	9	-3.069585	6.620936	10	-0.25265	5.79024
65.2	15.076697	9.171547	1.835518	93243	91158	21.921225	-3.307262	0.682583	2	9	-2.818199	7.204086	10	-0.231744	5.762056
65.4	15.049686	9.271188	1.829382	93576	91498	21.998846	-3.243822	0.687783	2	9	-3.188287	6.756505	10	-0.234447	5.744575
65.6	15.025915	9.361057	1.874963	93905	91775	22.07616	-3.18001	0.692208	2	9	-2.909602	6.827182	10	-0.129943	5.774516
65.8	14.995272	9.458676	1.860061	94230	92117	22.153212	-3.115881	0.695995	2	9	-2.873606	7.068996	10	-0.240837	5.825889
66	14.966918	9.553949	1.877592	94564	92431	22.230038	-3.051481	0.699258	2	9	-2.856339	6.641667	10	-0.035915	5.571492
66.2	14.938056	9.645053	1.908272	94893	92725	22.306668	-2.986847	0.702091	2	9	-2.900478	7.381818	10	-0.179909	5.17859
66.4	14.905702	9.737256	1.928433	95223	93032	22.383126	-2.922009	0.704572	2	9	-3.156069	7.30055	10	-0.004195	5.225804
66.6	14.871227	9.829506	1.947717	95555	93342	22.459433	-2.856993	0.706768	2	9	-3.168083	7.320671	10	-0.236948	4.888715
66.8	14.834472	9.922358	1.953853	95884	93664	22.535604	-2.791819	0.708733	2	9	-3.132812	7.630983	10	-0.439545	5.132553
67	14.797492	10.01413	1.961742	96211	93982	22.611653	-2.726502	0.710515	2	9	-3.135631	7.93579	10	-0.342078	4.846273
67.2	14.759146	10.107166	1.959989	96538	94311	22.68759	-2.661054	0.712155	2	9	-3.490021	7.833438	10	0.02038	4.910855
67.4	14.721545	10.198851	1.979273	96872	94623	22.763423	-2.595487	0.713688	2	9	-3.005388	8.032081	10	-0.393133	4.616484
67.6	14.680904	10.292749	1.960866	97195	94967	22.839159	-2.529806	0.715146	2	9	-3.284207	8.206386	10	-0.613891	4.640071
67.8	14.642931	10.38511	1.963495	97522	95291	22.9148	-2.464017	0.716561	2	9	-3.258336	7.749754	10	-0.190228	4.696814
68	14.605185	10.476237	1.98015	97853	95603	22.990348	-2.398121	0.717962	2	9	-2.994682	8.123233	10	-0.332662	4.602347
68.2	14.568979	10.559686	2.045892	98187	95862	23.065803	-2.332118	0.719382	2	9	-2.522978	8.459308	10	-0.720324	3.888927
68.4	14.524703	10.64576	2.083584	98524	96156	23.141163	-2.266007	0.720855	2	9	-3.089819	8.474251	10	-0.368305	3.892871
68.6	14.477968	10.728768	2.084461	98835	96466	23.216422	-2.199781	0.722429	2	9	-3.158029	8.342627	10	-0.164123	4.045088
68.8	14.43033	10.813205	2.107251	99164	96769	23.291571	-2.133431	0.724163	2	9	-3.139042	8.669757	10	-0.297954	4.083358
69	14.380781	10.896534	2.116017	99485	97080	23.365843	-2.067609	0.726167	2	9	-3.163417	8.706663	10	-0.37673	3.828542
69.2	14.328117	10.98336	2.11777	99817	97410	23.440482	-2.000777	0.737693	2	9	-3.113296	8.554276	10	-0.259746	4.169426
69.4	14.274662	11.071142	2.128289	100158	97739	23.513923	-1.932556	0.759442	2	9	-3.611294	8.744	10	-0.647744	3.787326
69.6	14.2198	11.159137	2.133548	100499	98074	23.585964	-1.862856	0.777942	2	9	2.923535	9.005208	10	-0.412984	3.734678
69.8	14.169141	11.239448	2.160722	100824	98368	23.656823	-1.791951	0.793224	2	9	3.07188	9.11166	10	-0.180412	3.709729
70	14.111199	11.326001	2.163351	101165	98706	23.726688	-1.720065	0.805879	2	9	3.041379	8.913894	10	-0.442804	3.263979
70.2	14.05577	11.408329	2.178253	101497	99021	23.795718	-1.647376	0.816391	2	9	2.860121	9.33915	10	-0.539486	3.442886
70.4	13.997983	11.49146	2.185265	101831	99347	23.864047	-1.574025	0.825163	2	9	2.836135	9.09085	10	-0.704995	3.245327
70.6	13.941206	11.571927	2.197537	102159	99661	23.931783	-1.500127	0.832512	2	9	3.107231	9.066504	10	-0.704524	3.325775
70.8	13.883086	11.652189	2.211562	102490	99976	23.99902	-1.425772	0.838691	2	9	3.093341	9.421352	10	-0.816722	3.08663
71	13.824396	11.730889	2.229093	102820	100286	24.065832	-1.351035	0.843913	2	9	3.008111	9.61479	10	-0.820226	3.133193
71.2	13.767901	11.803938	2.260649	103139	100569	24.132283	-1.275976	0.848355	2	9	3.127659	9.704256	10	-0.871126	3.330267
71.4	13.704737	11.880492	2.273798	103470	100885	24.198424	-1.200644	0.852153	2	9	3.097919	10.230239	10	-0.893067	2.809354
71.6	13.637696	11.959603	2.256267	103798	101233	24.264299	-1.125079	0.855424	2	9	3.023806	9.98507	10	-0.602174	2.692957
71.8	13.575159	12.036077	2.28081	104134	101541	24.329944	-1.049313	0.858261	1	10	-1.138391	3.139359			
72	13.509965	12.111924	2.284317	104462	101865	24.395387	-0.973373	0.860743	1	10	-0.47492	2.65745			
72.2	13.446412	12.185339	2.306231	104791	102169	24.460652	-0.897279	0.862938	1	10	-1.049486	2.654172			
72.4	13.381575	12.257002	2.336034	105123	102467	24.525759	-0.821051	0.864899	1	10	-0.6538	2.801611			
72.6	13.312506	12.328914	2.327268	105443	102797	24.590724	-0.744701	0.866675	1	10	-0.901831	2.451826			
72.8	13.246597	12.398751	2.346552	105767	103099	24.655559	-0.66824	0.868307	1	10	-1.024694	2.473531			
73	13.179461	12.467194	2.371973	106094	103397	24.720273	-0.591677	0.869829	1	10	-1.314993	2.298825			
73.2	13.108293	12.536151	2.385998	106425	103712	24.784874	-0.515018	0.871275	1	10	-1.01508	2.279476			
73.4	13.037393	12.602945	2.399146	106750	104022	24.849365	-0.438268	0.872674	1	10	-0.937474	2.430498			
73.6	12.961666	12.672432	2.39038	107080	104362	24.91375	-0.361428	0.874057	1	10	-1.508743	2.371607			
73.8	12.891035	12.738392	2.427196	107416	104656	24.978028	-0.284498	0.875453	1	10	-1.294663	2.436811			
74	12.813967	12.805225	2.419307	107744	104993	25.042197	-0.207477	0.876898	1	10	-1.332653	2.086072			
74.2	12.74376	12.867086	2.452616	108068	105279	25.106251	-0.130361	0.878434	1	10	-1.331577	2.264721			
74.4	12.667506	12.92989	2.475407	108403	105588	25.170181	-0.053142	0.880118	1	10	-1.117142	2.637557			
74.6	12.589357	12.99132	2.496444	108739	105900	25.233971	0.024192	0.882036	1	10	-1.030124	2.540767			
74.8	12.517288	13.045557	2.494691	109032	106195	25.291632	0.094394	0.884462	1	10	-1.109762	1.916655			
75	12.445681	13.099644	2.504333	109330	106482	25.34981	0.166074	0.89641	1	10	-1.138134	2.022946			
75.2	12.36431	13.159883	2.521864	109670	106802	25.411537	0.245051	0.918342	1	10	-1.611594	1.519009			
75.4	12.286265	13.215568	2.557803	110003	107094	25.471636	0.325277	0.937005	1	10	-1.536257	2.208799			
75.6	12.200766	13.272048	2.559557	110338	107427	25.530363	0.406514	0.952436	1	10	-1.61777	1.715234			
75.8	12.113246	13.329643	2.549914	110674	107774	25.587942	0.488571	0.965227	1	10	-1.86038	1.994396			
76	12.026922	13.387652	2.534136	111004	108122	25.644558	0.571297	0.975861	1	10	-1.666308	1.964208			
76.2	11.942658	13.446227	2.526247	111334	108461	25.700367	0.65457	0.984746	1	10	-1.768082	1.987442			
76.4	11.860236	13.504492	2.547285	111675	108778	25.755496	0.738296	0.992198	1	10	-2.19588	1.868852			
76.6	11.777878	13.56015	2.557803	112005	109096	25.810049	0.822399	0.998473	1	10	-1.824892	1.946658			
76.8	11.691739	13.617054	2.549914	112337	109437	25.864116	0.906816	1.003784	1	10	-1.826888	2.01959			
77	11.607835	13.673437	2.550791	112667	109766	25.917767	0.991498	1.008308	1	10	-1.852224	1.987			
77.2	11.526046	13.728294	2.571828	113000	110075	25.971063	1.076405	1.012184	1	10	-2.019677	2.173231			
77.4	11.436405	13.785721	2.55605	113338	110431	26.024052	1.161504	1.015528	1	10	-2.036289	2.521675			
77.6	11.353946	13.840401	2.562186	113664	110750	26.076775	1.246768	1.018435	1	10	-2.106811	2.669051			
77.8	11.27372	13.892895	2.582347	113988	111051	26.129266	1.332175	1.020985	1	10	-2.192375	2.329457			
78	11.185041	13.948399	2.552544	114312	111409	26.181551	1.417709	1.023245	1	10	-2.04268	2.693352			
78.2	11.100733	14.004732	2.565692	114650	111732	26.233653	1.503354	1.025271	1	10	-2.045611	2.142694			
78.4	11.016849	14.059199	2.567446	114977	112057	26.285589	1.5891	1.027113	1	10	-2.301313	2.315836			
78.6	10.928234	14.116519	2.537643	115304	112418	26.337374	1.674938	1.028811	1	10	-2.406197	2.472345			
78.8	10.840608	14.176976	2.506086	115633	112783	26.389017	1.760861	1.030403	1	10	-2.235643	2.784858			
79	10.759501	14.236799	2.506963	115962	113111	26.440527	1.846864	1.031923	1	10	-2.184101	2.740885			
79.2	10.680566	14.294914	2.521864	116290	113422	26.491908	1.932945	1.033402	1	10	-2.344627	2.856705			
79.4	10.599524	14.352737	2.519235	116613	113748	26.543162	2.0191	1.034874	2	1	0.405589	10.26507	10	-2.33485	2.68317
79.6	10.520006	14.40979	2.524494	116935	114064	26.594288	2.105332	1.036373	2	1	0.111658	9.683039	10	-2.201285	3.059516
79.8	10.439313	14.467044	2.541149	117267	114377	26.645281	2.191643	1.037941	2	1	0.224713	9.469683	10	-2.595552	3.188415
80	10.360588	14.520954	2.569199	117594	114672	26.696135	2.278036	1.039629	2	1	-0.093816	9.787629	10	-2.507042	2.977625
80.2	10.272646	14.57762	2.539396	117918	115030	26.746833	2.364519	1.041514	2	1	0.703034	9.302339	10	-2.480604	3.2723
80.4	10.194016	14.631667	2.527124	118222	115348	26.793669	2.44479	1.043817	2	1	0.274689	9.230535	10	-2.617698	3.089187
80.6	10.112922	14.688886	2.524494	118544	115673	26.842304	2.529214	1.055595	2	1	-0.182246	9.409298	10	-2.447359	3.279377
80.8	10.028852	14.748538	2.545532	118892	115997	26.890756	2.616964	1.076955	2	1	-0.263542	9.201431	10	-2.418335	3.527735
81	9.9504	14.801757	2.585853	119224	116283	26.937453	2.705663	1.095092	2	1	-0.092664	9.214872	10	-2.619	3.592267
81.2	9.861526	14.85695	2.582347	119563	116626	26.982679	2.795123	1.110083	2	1	-0.253753	9.322757	10	-2.320554	3.66158
81.4	9.776617	14.910095	2.595495	119897	116945	27.026678	2.885194	1.122507	2	1	0.649419	9.010513	10	-2.486046	3.44783
81.6	9.695343	14.959489	2.623545	120223	117239	27.069653	2.975759	1.132835	2	1	-0.139157	9.263333	10	-2.704133	3.846333
81.8	9.614314	15.005673	2.676139	120557	117513	27.111769	3.066728	1.141463	2	1	0.28394	8.773879	10	-3.052524	3.83049
82	9.530011	15.048015	2.701559	120879	117806	27.153165	3.158028	1.148697	2	1	0.194268	8.970109	10	-2.483763	3.935748
82.2	9.441188	15.089835	2.722597	121211	118114	27.193952	3.249602	1.154787	2	1	0.273402	8.435878	10	-2.791123	3.815234
82.4	9.350945	15.130026	2.727856	121536	118433	27.234225	3.341404	1.15994	2	1	0.025935	8.557238	10	-2.909895	4.198568
82.6	9.258526	15.170606	2.727856	121865	118762	27.27406	3.433397	1.164327	2	1	-0.204444	8.507477	10	-3.035476	4.506438
82.8	9.16709	15.210754	2.733992	122194	119084	27.31352	3.525552	1.168085	2	1	-0.131718	8.279293	10	-3.083907	4.239366
83	9.073155	15.251313	2.720844	122520	119425	27.352658	3.617844	1.171326	2	1	-0.506071	8.119406	10	-2.604474	4.05682
83.2	8.977242	15.294231	2.690164	122845	119785	27.391516	3.710254	1.174142	2	1	-0.565856	7.987478	10	-2.630385	4.418702
83.4	8.889178	15.336926	2.714708	123178	120090	27.430131	3.802767	1.176611	2	1	-0.28983	7.585615	10	-2.5173	4.745402
83.6	8.796323	15.379162	2.701559	123503	120430	27.46853	3.89537	1.178799	2	1	-0.391622	7.911194	10	-2.834474	4.464288
83.8	8.704447	15.422419	2.712078	123840	120755	27.506737	3.988052	1.180759	2	1	-0.129519	7.753077	10	-2.879476	4.977697
84	8.610309	15.465538	2.688411	124164	121106	27.544771	4.080806	1.18254	2	1	-0.117369	7.810551	10	-2.710054	4.682641
84.2	8.52163	15.508723	2.691041	124487	121426	27.582646	4.173624	1.184181	2	1	0.143317	7.509619	10	-2.755364	5.062142
84.4	8.428557	15.553745	2.680522	124818	121769	27.620374	4.266502	1.185717	2	1	-0.135636	7.280696	10	-2.868239	4.688681
84.6	8.340085	15.597697	2.691041	125146	122085	27.657962	4.359437	1.187183	2	1	0.213167	7.580264	10	-2.757115	5.252426
84.8	8.252121	15.640248	2.69893	125469	122399	27.695416	4.452427	1.188607	2	1	-0.10113	6.891533	10	-2.502645	5.09174
85	8.167013	15.680593	2.723473	125790	122692	27.732739	4.545469	1.190022	2	1	-0.19493	6.92029	10	-3.015561	5.554052
85.2	8.074772	15.721577	2.723473	126119	123021	27.769928	4.638564	1.191459	2	1	-0.194141	6.848486	10	-3.07062	5.587134
85.4	7.98113	15.763184	2.709448	126445	123363	27.806981	4.731714	1.192957	2	1	-0.347028	7.029636	10	-3.185701	5.94307
85.6	7.890866	15.804816	2.716461	126773	123683	27.84389	4.824921	1.194562	2	1	0.015843	6.355133	10	-2.782383	5.546597
86	7.712411	15.887067	2.713831	127412	124325	27.915821	5.007983	1.198448	2	1	0.021314	7.004369	10	-2.971307	5.681861
86.2	7.621547	15.928493	2.730486	127747	124641	27.951685	5.100947	1.210047	2	1	-0.074728	6.672789	10	-3.197171	6.192549
86.4	7.529021	15.968829	2.755029	128090	124956	27.986048	5.19511	1.231694	2	1	-0.072841	6.670928	10	-2.927229	6.345745
86.6	7.434112	16.007461	2.758536	128426	125288	28.018503	5.289951	1.250099	2	1	-0.296949	6.369366	10	-2.973011	6.073624
86.8	7.337361	16.046448	2.751523	128762	125632	28.049365	5.385324	1.265306	2	1	-0.094546	6.608957	10	-3.06329	6.33526
87	7.236346	16.087979	2.72172	129101	126005	28.078902	5.481117	1.277902	2	1	-0.037178	6.153666	10	-3.116257	6.302995
87.2	7.146278	16.128187	2.743634	129435	126314	28.107335	5.577244	1.288367	2	1	-0.179716	6.230442	10	-3.110514	6.523947
87.6	6.966311	16.202371	2.772561	130086	126932	28.161584	5.770255	1.304425	2	1	-0.170924	5.716078	10	-3.225631	6.848354
87.8	6.874746	16.237784	2.790092	130416	127242	28.187672	5.867047	1.310584	2	1	-0.167238	5.915671	10	-2.980237	6.690854
88	6.780125	16.272484	2.789215	130744	127571	28.213209	5.963987	1.31579	2	1	-0.23389	5.736298	10	-2.980336	6.616519
